sentence	sentence_id	locale	reason
Minerva Med.	217f342defe897c9b63910b7a12964ded69a8e080a2ae2216169a006293fcecf	it	different-language
Juan José Salvador	21b2ab3e9f2bfe87f296af64d0ca2004865f2330cf12214b9a82b4f6e49e1ec0	it	different-language
Rei Higuchi	219c921d8d0ffc7b03a6fa33952a1048de11faa9e4fc0946dcca23a27ee0803f	it	different-language
The River	21b06ab32869f944166367839d96b078928e43b8cd1f0f652f43f739d28bd7d1	it	different-language
Le chat	218a8021e19ef3b2423113be20208b67040b2ad1e4ad85915d86c9bd6dcc3253	it	different-language
I Am There" e "Dedicated To You, But You Weren't Listening".	20f16b22f6b0fcbe83504f4e83cba6188c24e97a986e71c774f750076a68b917	it	different-language
La̱m om dida´la̱msis gukwa̱lut wa´okwa̱x̱s le ´la̱ḵasa t̓łiḵ̓a lax̱is dzuxwa̱msg̱a̱m, ḵu´la t̓a̱p̓idtł.	1b8191a1f58817f909ef322da4b78beeaae7a899833b62a0360ecfe4b9c16ded	it	different-language
Theme et Variations, avec Piano, sur un motif du Faust, Ricordi, Milano, sd.	20aa525d2a3814103f09b52d99043e036776080164dd02913b6b1c21b009af47	it	different-language
Estadio Nacional de Costa Rica	216256e835a338e6d1b716fc10df86ac719ac89bf0118f611d139c55d4e0046d	it	different-language
Up the Khyber".	21c8708fb4a3dc21ba3ce6ec986abdcd2209736177438baef2d91a75e09a3b8d	it	different-language
A Place to Call Home	21d42303b021aac65b786867ca7b36066d91711d8c60f7f80ac0d5780ec5cc04	it	different-language
Lee Sang-yeop	21a4cd5cb3facec3d2a78688f69d761631401b43211ea4ed860cc721092be603	it	different-language
Sia Juan sia il gemello Cristóbal furono governatori spagnoli del Nuevo Mexico.	219ed81b75b18a4e08727c8dbdceff2caa0f59b68f3aede8854ed2848a66742a	it	different-language
È la sede del Festival de Málaga de Cine Español.	217a1fa0b9e32eb543d8740a07fc919ac5aa5309d76e70073ec9c3639b466052	it	different-language
Il film fu prodotto dalla Deutsche Universal-Film in associazione con la Tobis Filmkunst.	219f00d2ce0a07272057d2818c50c9f1736e124ed74ebf43d79ffc3cca3c67a9	it	different-language
Il territorio di Ormont-Dessous comprende una parte del lago de l'Hongrin.	20dfa0197e10bad3442e10ea2ae5cee4b26df6ea3045981b6f019c86989c372b	it	different-language
ਨਦਰਿ ਕਰੇ ਤਾ ਏਹੁ ਮੋਹੁ ਜਾਇ.	1586e97d1473f0d813a1e92c4b5098255c6f0e1de061a7506dafddbd0ff2f610	it	different-language
Successivamente riesce ad esordire in Prima Divisione nella gara tra e Lanciano.	218adcb228f67d3a37972cdd13235401ec61e34c0036af8a08881e1bb4d6baae	it	grammar-or-spelling
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	different-language
Dopo la restaurazione Meiji, in Giappone è vietato portare la katana.	21d55e194435e8de986100395dc23bf7a7156b8bb79150ce3d1fe0f577ea5f62	it	different-language
Eustace Tennyson-D'Eyncourt, Direttore delle costruzioni navali, aveva progettato le navi classe Revenge.	21d62cfecee342f8e6f40e5b045591effb7efabe082f2ccecf67ff19622d5580	it	different-language
I soldati che presero parte alla campagna contro Villa ricevettero la Mexican Service Medal.	21cff49a339b62f9f9b1ba37056553487bb32d828ad516cb1eba20f73a2a3ff2	it	different-language
The Flock	21dd8012d60a9ad29e2e1d5844e7721a04d4c6857af6f2b9c26f156085d179af	it	different-language
The Mad Marriage	21e5782b626469c0406163c7d3ec9825c663a36dfd3c74529ed774bd81183b14	it	different-language
Quest'ultima occupazione la pratico anche oltre il suo centesimo compleanno.	21c302a703de4650f01de5fed46766972980199250cbf3e059b95464da103678	it	grammar-or-spelling
Theme et Variations, avec Piano, sur un motif du Faust, Ricordi, Milano, sd.	20aa525d2a3814103f09b52d99043e036776080164dd02913b6b1c21b009af47	it	different-language
La squadriglia, fu operativa durante dalla prima guerra mondiale.	2199d9f24fb99284328e65585f35a28c08e4b90150c548c41abef95a0b5e7ca5	it	grammar-or-spelling
Negli anni seguenti gioca con il ed infine torna allo Spezia.	21f11f5b7bcdb2a64291d97a769750b2cefdc3c3053e87112310c3ba47ab9541	it	grammar-or-spelling
Theme et Variations, avec Piano, sur un motif du Faust, Ricordi, Milano, sd.	20aa525d2a3814103f09b52d99043e036776080164dd02913b6b1c21b009af47	it	different-language
A è stata eliminata nel turno qualificarono con il ventitreesimo posto.	2160be3cc0b697d06d7b8dad6699089c58e59279f05646bb40c7454172c92bb7	it	grammar-or-spelling
Julian Gamble	2151c1135cf8f196deee965db180c7c193244db445a0e8b68bd8a1d90dd72977	it	different-language
Rafael Freire Luz	21b173311bd9c89fa1b8e94741d7ce040e1911f8ede7181c515e97274974d937	it	different-language
Il suo nome giapponese, フリーザー Freezer, potrebbe derivare da "freezer".	21f6978fd524c7335b1e5c1a36bebd01d489ffd77fbcff167bada020a32d06ed	it	difficult-pronunciation
Alcune attuali città hanno un nome i Marsi.	21ea959a8d906b90d45cad3fe12832e5af63ed6dcfa38962a5d71842dfc49572	it	grammar-or-spelling
ਨਦਰਿ ਕਰੇ ਤਾ ਏਹੁ ਮੋਹੁ ਜਾਇ.	1586e97d1473f0d813a1e92c4b5098255c6f0e1de061a7506dafddbd0ff2f610	it	different-language
It ends like none of them.	2142ce4961e513f25e655505e56269ca184f2e91354f23faa024c38d1ea8aed5	it	different-language
Il suo nome giapponese, フリーザー Freezer, potrebbe derivare da "freezer".	21f6978fd524c7335b1e5c1a36bebd01d489ffd77fbcff167bada020a32d06ed	it	difficult-pronunciation
Successivamente riesce ad esordire in Prima Divisione nella gara tra e Lanciano.	218adcb228f67d3a37972cdd13235401ec61e34c0036af8a08881e1bb4d6baae	it	grammar-or-spelling
ਨਦਰਿ ਕਰੇ ਤਾ ਏਹੁ ਮੋਹੁ ਜਾਇ.	1586e97d1473f0d813a1e92c4b5098255c6f0e1de061a7506dafddbd0ff2f610	it	different-language
Dolní Újezd	2211724c19a20abeed9017cd43ad83b1cb5fad3b8534db5030cdd115dc97f207	it	different-language
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	different-language
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	difficult-pronunciation
Kiyomizu-dera venne fondato all'inizio del periodo Heian.	21f33e8a9a4b8ffec1bf792416e981ec9399fba7a756ac79000174df94db218d	it	difficult-pronunciation
Dangerous Business	2133e5681eefd1a6b8c90291f6f48be2c818e3a677f77270f696e7a523cc2a7c	it	different-language
ਨਦਰਿ ਕਰੇ ਤਾ ਏਹੁ ਮੋਹੁ ਜਾਇ.	1586e97d1473f0d813a1e92c4b5098255c6f0e1de061a7506dafddbd0ff2f610	it	different-language
The Flock	21dd8012d60a9ad29e2e1d5844e7721a04d4c6857af6f2b9c26f156085d179af	it	different-language
Dolní Újezd	2211724c19a20abeed9017cd43ad83b1cb5fad3b8534db5030cdd115dc97f207	it	difficult-pronunciation
Edd the Duck!	21d5cddf2330fed10036692fc70eb0265a35d16a3a2c318a8b507eefe3dd1473	it	different-language
The First Born	220baee0f7d83b41d3fd959c31ed1f99adb5ae29932b0df5865c533180004375	it	different-language
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	difficult-pronunciation
La sua morte e nominata nel musical "Come From Away".	221aa680171e2c952393b86f4b4a8c4b6c195104dcc2fa41010f186bda91bd9f	it	grammar-or-spelling
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	different-language
Bobby Álvarez	222a8f38d08318d84f80a9b2d6d2f84255fc1bf80ad48cbcc1c709dac1d7911a	it	different-language
Ken'ichi Kaga	2215afd53da0196d47f75b443e1562b2181d9a898e16bd6431041d98e878cf35	it	different-language
Distribuito dalla Prometheus-Film-Verleih und Vertriebs-GmbH, venne presentato in prima a Lipsia al Welt-Theater.	223097e0feb21b746b139f9831afc3acdba07dab84e5b54cd57e33304b250919	it	difficult-pronunciation
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	difficult-pronunciation
Jason Capel	21d29883d35fff45f58393c55b9c99171aa3bf47e58411cbc4d836c005292f2d	it	different-language
Hernán Rodrigo López	21c0f00aa238085d28b333f2e5266c3c5bcd1a833e9150262604f4510a13580f	it	different-language
A quel tempo, il secondo "kanji" era 坂 invece di 阪.	1d906c089de510fe6920e0a0122ddb2e5849ba7b8e0db13f5da4c9b38706c978	it	different-language
In the Ghetto	222522389b5f451e244e1f35938bc615879a1d85ebba574097304ee593b7d5f6	it	different-language
Rodney Rogers	223003e5c99378530a3b15c27f273af13fc427ea13c0602c737cd818f4175e78	it	different-language
Luke Fischer	224b652d9e93a3e0aca27ab14df86178b5472a2055020a49e04f45cf01dbf575	it	different-language
William Stowe	22386534f020f5c177c8661e30f9e879424329ed7472e2cb3511d126603bbf7b	it	different-language
Think Punk Vol.	223bc1c2253e42a19b10c24db4647c582eb3a7d3f106a3632299b2e006df3127	it	different-language
Right Here	224b8c5f660f2ef26684493b2680658798dfb7ad3166945eca7e6193c1f4011c	it	different-language
Hard Luck	223b447a8fce4a0ece64dedfe073309c4a0b4cc503212df841ad8039b73367c6	it	different-language
Where Have All the Cowboys Gone?	222b77d5790f0b3bf25aa5d68a7b0c7c21f9924ecc572c3b1a412fcc16a1e701	it	different-language
Laurent Legname	2252759b8e3756b4f61ab3f6c4b58a6165c518e07c1d91b2ed39b7e1f0c40cae	it	different-language
The Flying Fool	225418b16b59a224689379243736faa5b8f168136e7e8aa4ba5d2093f255c758	it	different-language
Le Rendez-vous	2243862fc0b3eda0ae8bdc75957466825eaedecdd1f7eea211405077cf70789e	it	different-language
The Invader	2210ff8a4cfab7ed23c947869193bbf3c74e4e961e638dc45176f682e030c72d	it	different-language
Punk... Not Diet!	223f99c1dbab16133ffc55dce54588d54b8810d96bded9e6f280a7c2179a770e	it	different-language
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	different-language
Live Your Life	224fc659291dbf81c91719ee30998bf27bf8161fbc093a5d43fa63224988d176	it	different-language
Ski and Snowboard Hall of Fame".	224732cedd873686f6451a93dde7f31ac31ea0caaf53ae6fefbaeae3b99bf430	it	different-language
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	different-language
Anette Hoffmann	21fb453b66a83bea92ceb9b1e7f7d4a8ee0f7bb59c30761958e5550d9678bd07	it	different-language
La sua morte e nominata nel musical "Come From Away".	221aa680171e2c952393b86f4b4a8c4b6c195104dcc2fa41010f186bda91bd9f	it	grammar-or-spelling
Nicholas Kay	22564047d3f4311cc81a39d6912830dba4a1858060e73a51ec50fe4067891f3d	it	different-language
Di solito, indossa vestiti neri con delle finiture di rosse e bianche.	225a27675060b0ec305d1b6a2b771fd01c463ffab13fc57eba0ee749093037c2	it	grammar-or-spelling
The Primitive Call	225318e270a4c34dfef6ffa618e50c5db84f5e63641523b510aaf9453b7c12fb	it	different-language
Vegard Breen	225a3f1ac53bfae429ef809e5ae425113c00539cbdebf170e9fbeae39b6d5bb9	it	different-language
Hard Luck	223b447a8fce4a0ece64dedfe073309c4a0b4cc503212df841ad8039b73367c6	it	different-language
In the Ghetto	222522389b5f451e244e1f35938bc615879a1d85ebba574097304ee593b7d5f6	it	different-language
Jenő Pap	2259376141b73e533c327f85f4ee27cf92e349f414c3c9e558de1e71ea0cb28f	it	different-language
Il suo nome giapponese, フリーザー Freezer, potrebbe derivare da "freezer".	21f6978fd524c7335b1e5c1a36bebd01d489ffd77fbcff167bada020a32d06ed	it	difficult-pronunciation
The Game of Their Lives	22487146c525e411e13268ed700b613aab548a876b098981ccff1c30aa094253	it	different-language
The Editor	22494f8f8512ed512ab8958d0e8419c3027f91c3ed98c93cb97c209a651a2782	it	different-language
The Invader	2210ff8a4cfab7ed23c947869193bbf3c74e4e961e638dc45176f682e030c72d	it	different-language
Il Sig. Gio.	21e396fba0dc2bffa61e7709c6c5a8462cf48fd846887aa2398edce2157fda36	it	contiene abbreviazioni
Di solito, indossa vestiti neri con delle finiture di rosse e bianche.	225a27675060b0ec305d1b6a2b771fd01c463ffab13fc57eba0ee749093037c2	it	grammar-or-spelling
Dopo l'inizio come importatori, Lux Co.	221d8b439ed011a608c8ca000c6d0b38403b038f5a6324755d0943fd3bfb4772	it	contiene abbreviazioni
James Hardy	2261101a7863d0e0cdeebe9f47dd10434c9e52c44720e7b5f3102aac51f443d6	it	different-language
Kazimierz Lis	22667366e548ac85fe03670f1e5cf6dc226c279d6c4cdc2c93125ef1408efa21	it	different-language
Kenneth Myers	226fa838eb4df0fc18727062c41016e92d5fa991670ed451066201d3227ba64b	it	different-language
Ed Manning	225a2a509063963397d603b8708b038da3ec1a72008838023977673d456371ab	it	different-language
Dolní Újezd	2211724c19a20abeed9017cd43ad83b1cb5fad3b8534db5030cdd115dc97f207	it	different-language
Richard Johnson	2262e3e110bf363e9f009a38b323767de3fdf3798b7d39b1fd729f8cbb8653ed	it	different-language
Laurent Legname	2252759b8e3756b4f61ab3f6c4b58a6165c518e07c1d91b2ed39b7e1f0c40cae	it	different-language
Where Have All the Cowboys Gone?	222b77d5790f0b3bf25aa5d68a7b0c7c21f9924ecc572c3b1a412fcc16a1e701	it	different-language
Where Have All the Cowboys Gone?	222b77d5790f0b3bf25aa5d68a7b0c7c21f9924ecc572c3b1a412fcc16a1e701	it	different-language
Sam Ricketts	2257bd7838bde48b26bce54bc0f9228b1ada5ba5ec8e6dc80c1620508ef7ec84	it	different-language
Si chiede alle aziende elettriche massicci investimenti per la costruzione di nuove centrali nucleari.	2272cccc31110440f1a8132787df01b7370067d325d95edd2acaf1a6b54c4b50	it	grammar-or-spelling
The Game of Their Lives	22487146c525e411e13268ed700b613aab548a876b098981ccff1c30aa094253	it	different-language
Distribuito dalla Prometheus-Film-Verleih und Vertriebs-GmbH, venne presentato in prima a Lipsia al Welt-Theater.	223097e0feb21b746b139f9831afc3acdba07dab84e5b54cd57e33304b250919	it	different-language
Kazimierz Lis	22667366e548ac85fe03670f1e5cf6dc226c279d6c4cdc2c93125ef1408efa21	it	different-language
Vide la vittoria finale del Levadia Pärnu.	22782a5b41730c61b23e22a4540ddf90c795395a8c4ee7f384e47392da878963	it	different-language
Aki Inoue	2237eb75f727221a67d61fcc9cd8f22021f750cdce196c9289972d4fffe1446d	it	different-language
Jenő Pap	2259376141b73e533c327f85f4ee27cf92e349f414c3c9e558de1e71ea0cb28f	it	different-language
Laurent Legname	2252759b8e3756b4f61ab3f6c4b58a6165c518e07c1d91b2ed39b7e1f0c40cae	it	different-language
Punk... Not Diet!	223f99c1dbab16133ffc55dce54588d54b8810d96bded9e6f280a7c2179a770e	it	different-language
The Primitive Call	225318e270a4c34dfef6ffa618e50c5db84f5e63641523b510aaf9453b7c12fb	it	different-language
Nick Mantis	223699a78f3c96ac90d953b5b79b74e6f737bcd6b134cd8db9eb81b30767d2f7	it	different-language
Vitalij Jakovlevič Vul'f	21b35338f773fb6879026f8b0ac53d12390d3d5281757a57c17038bb008ae405	it	different-language
Hard Luck	223b447a8fce4a0ece64dedfe073309c4a0b4cc503212df841ad8039b73367c6	it	different-language
Right Here	224b8c5f660f2ef26684493b2680658798dfb7ad3166945eca7e6193c1f4011c	it	different-language
L'origine medievale dalla torre è testimoniata dalle due monofore ogivali presenti nella sua muratura.	22062f454dc87a30b01b7c23d285437afa2aeadb2aae4c9c08e2c301c6f4cfc9	it	grammar-or-spelling
Frequentò assiduamente ilo cenacolo del convento Michetti a Francavilla al Mare.	228f86778e4ed66bb1aca5b1f044d14309d2ca7c9d4c100a96842fb0d7e7ab94	it	grammar-or-spelling
Estadio Nacional de Costa Rica	216256e835a338e6d1b716fc10df86ac719ac89bf0118f611d139c55d4e0046d	it	different-language
I vari settori sono separati da separati da cornici variamente modanate.	229136cdc89ed826b0b580b6b5ad14619328a4c4941ebbebd1d52f046e8d589d	it	grammar-or-spelling
Ickx dovette iniziare un terzo inseguimento.	21657a35849dcbe7053a720e4d9843b573fb976f9b55c5c6a465b704640a4c9e	it	grammar-or-spelling
His Son	2185301abaf20bdc626d3fa4111e07a0e307aa51b4a118ea6349053e634a560d	it	different-language
Ku Kuo-Chian	2179b05a57205e08046b538ac9bb5b82ced473c10b19aa0ddced46fa0e93dcab	it	different-language
La̱m om dida´la̱msis gukwa̱lut wa´okwa̱x̱s le ´la̱ḵasa t̓łiḵ̓a lax̱is dzuxwa̱msg̱a̱m, ḵu´la t̓a̱p̓idtł.	1b8191a1f58817f909ef322da4b78beeaae7a899833b62a0360ecfe4b9c16ded	it	different-language
The Primitive Call	225318e270a4c34dfef6ffa618e50c5db84f5e63641523b510aaf9453b7c12fb	it	different-language
Di solito, indossa vestiti neri con delle finiture di rosse e bianche.	225a27675060b0ec305d1b6a2b771fd01c463ffab13fc57eba0ee749093037c2	it	grammar-or-spelling
La sua morte e nominata nel musical "Come From Away".	221aa680171e2c952393b86f4b4a8c4b6c195104dcc2fa41010f186bda91bd9f	it	grammar-or-spelling
In uno stesso pazienti vi possono essere autoanticorpi per più antigeni.	229add80b91dda4c720b8541b22fef0b4ca60a16e437a51ca1c6dbc10aea323c	it	grammar-or-spelling
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	difficult-pronunciation
In ospedale era cosciente, ma i chirurghi non poteva salvarlo.	2293709341c33e89b1c26993b761f057b84ca36d60553c9e6480a8b650609677	it	grammar-or-spelling
Think Punk Vol.	223bc1c2253e42a19b10c24db4647c582eb3a7d3f106a3632299b2e006df3127	it	different-language
Trattandosi di una autostrada, sul ponte non è consentito il transito del pedoni.	22aed0e8bd4f28d06e5bbe5d5ffd2697d19618dde22463716c51e9a7de4823d3	it	grammar-or-spelling
His Criminal Career	229ada555a204cccf803c699f4e54387b40bcbd770556a01af1395cf4dd1d6fe	it	different-language
Doing His Bit	22b13c590eb559e05969c0542f56aa4c120af19f7e5cee64361c8e40805a9e7c	it	different-language
The Flying Fool	225418b16b59a224689379243736faa5b8f168136e7e8aa4ba5d2093f255c758	it	different-language
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	different-language
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	different-language
La̱m om dida´la̱msis gukwa̱lut wa´okwa̱x̱s le ´la̱ḵasa t̓łiḵ̓a lax̱is dzuxwa̱msg̱a̱m, ḵu´la t̓a̱p̓idtł.	1b8191a1f58817f909ef322da4b78beeaae7a899833b62a0360ecfe4b9c16ded	it	different-language
La̱m om dida´la̱msis gukwa̱lut wa´okwa̱x̱s le ´la̱ḵasa t̓łiḵ̓a lax̱is dzuxwa̱msg̱a̱m, ḵu´la t̓a̱p̓idtł.	1b8191a1f58817f909ef322da4b78beeaae7a899833b62a0360ecfe4b9c16ded	it	difficult-pronunciation
Distribuito dalla Prometheus-Film-Verleih und Vertriebs-GmbH, venne presentato in prima a Lipsia al Welt-Theater.	223097e0feb21b746b139f9831afc3acdba07dab84e5b54cd57e33304b250919	it	different-language
Distribuito dalla Prometheus-Film-Verleih und Vertriebs-GmbH, venne presentato in prima a Lipsia al Welt-Theater.	223097e0feb21b746b139f9831afc3acdba07dab84e5b54cd57e33304b250919	it	difficult-pronunciation
Sam Ricketts	2257bd7838bde48b26bce54bc0f9228b1ada5ba5ec8e6dc80c1620508ef7ec84	it	difficult-pronunciation
Of Mice and Men	22bf8f23a9b8af469a02d609f41c81e95e656fd801cd0ce06bf5a96f6ad2fee3	it	different-language
His Criminal Career	229ada555a204cccf803c699f4e54387b40bcbd770556a01af1395cf4dd1d6fe	it	different-language
The Complete Guide to Prehistoric Life.	2298d33055ed2559bf7f860a1e933473c4d575c998e375989c71182b9f8a9d2e	it	different-language
It ends like none of them.	2142ce4961e513f25e655505e56269ca184f2e91354f23faa024c38d1ea8aed5	it	different-language
Dog Watch	2118f32c2788ce6459e68b9cc24ffb24a2c87ed5755b3e374609cc826a7b6bee	it	different-language
Live Your Life	224fc659291dbf81c91719ee30998bf27bf8161fbc093a5d43fa63224988d176	it	different-language
Ed Manning	225a2a509063963397d603b8708b038da3ec1a72008838023977673d456371ab	it	different-language
Rodrigo Naranjo	22039c28bedbc344fba5028350fb959520de50f0a3838f2cd46d2af3d52b83a9	it	different-language
Strange and Beautiful	22d12d6ab12927ff87b5c292d1ba73665ad9c8556c39c53e374dae1d0e8aa5a0	it	different-language
His Criminal Career	229ada555a204cccf803c699f4e54387b40bcbd770556a01af1395cf4dd1d6fe	it	different-language
La̱m om dida´la̱msis gukwa̱lut wa´okwa̱x̱s le ´la̱ḵasa t̓łiḵ̓a lax̱is dzuxwa̱msg̱a̱m, ḵu´la t̓a̱p̓idtł.	1b8191a1f58817f909ef322da4b78beeaae7a899833b62a0360ecfe4b9c16ded	it	different-language
Strange and Beautiful	22d12d6ab12927ff87b5c292d1ba73665ad9c8556c39c53e374dae1d0e8aa5a0	it	different-language
Il suo nome giapponese, フリーザー Freezer, potrebbe derivare da "freezer".	21f6978fd524c7335b1e5c1a36bebd01d489ffd77fbcff167bada020a32d06ed	it	different-language
Nella città di Nikkō sono collocati la tomba ed il santuario di Tokugawa Ieyasu	228622e3ae209c1bb0157867866519f2e91a11fbe1730f2abd1c011d7736db9c	it	difficult-pronunciation
Aleksandar Janković	22dbc3bfae25e04df1eb8d044ab772cea9c5e171bddf1976dac17c4a992cf894	it	different-language
Alphonse Lamarque de Plaisance è il primo sindaco di Arcachon.	228f74777175921358ac95929ca3505779f25436f8395f268f86bc0817739879	it	difficult-pronunciation
Jenő Pap	2259376141b73e533c327f85f4ee27cf92e349f414c3c9e558de1e71ea0cb28f	it	difficult-pronunciation
Allori i membri maschi del Glee, guidati da Puck, decidono di vendicarsi.	22ca4a14569874a955223450262f32bcfde5344a09f737cdc2a020fa823cd5af	it	grammar-or-spelling
Esse si estendono per un oltre un chilometro.	22e23866bab867c4b6fe82256fee27a0168d78d5eb5b544d6ef2dbcf0361ce1b	it	grammar-or-spelling
La̱m om dida´la̱msis gukwa̱lut wa´okwa̱x̱s le ´la̱ḵasa t̓łiḵ̓a lax̱is dzuxwa̱msg̱a̱m, ḵu´la t̓a̱p̓idtł.	1b8191a1f58817f909ef322da4b78beeaae7a899833b62a0360ecfe4b9c16ded	it	different-language
ਨਦਰਿ ਕਰੇ ਤਾ ਏਹੁ ਮੋਹੁ ਜਾਇ.	1586e97d1473f0d813a1e92c4b5098255c6f0e1de061a7506dafddbd0ff2f610	it	different-language
Marie-Thérèse all'angrafe la registrò come "padre ignoto"; Picasso fu padrino al suo battesimo.	230645f57bbea023a05d1c19a05021a02d59be46211c75bac78f443b0847bc92	it	grammar-or-spelling
Spesso con superfici ghiandolose-punteggiate.	223b96acf39477971f59f21e7b3b28c6ee124592f5f0360802feb3234a26610f	it	grammar-or-spelling
Attraverso l'adozione del d. lgs.	21e44b4ca9a6c45f205711ef30f33ea18c3f13f5e46fd06399a87d09d69a3a8a	it	contiene abbreviazioni
Caroline Lind	2273c10bc862e54391d43ef509058731091adc8e9e56e6608b5ff52f9eedef38	it	different-language
Elise Hughes	22f3b2e4fa2bf13bef128022af765c843fa943e0cc413c50d51c47a0676e2f31	it	different-language
Anwar Ahmed Khan	2311fcc4af0f5e24d8cb41b03dfa794927e8257363105c97dcbf87f27c96c646	it	different-language
Long Gone	22efcc1fa2a56eeac98110a0920393d40c65c187a682042d00c9f841caebe4bf	it	different-language
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	difficult-pronunciation
Sergio Rodríguez	22fa54e47680924d940e6d5fa93f0e904374f2c6721de4b6cd9a8a963645b8a8	it	different-language
In Tune	2320aa157e44c6531c5506f24718600b2bd8f57e31c68fa9f08df4b4f71c1fd4	it	different-language
Clark Township	231058c8754cfe7c845a37b018192c209de1b7e2d9b33a5659f99b8a30ab8615	it	different-language
The captain lied.	22fe3c1cd46a7edc6a60d8ad816e712dd7fafd8434794082d7ee42764f0ee175	it	different-language
Kim English	231d5281c1d539b75bf33add42aace31f0d72842993a8dfcb935d9330c1faca1	it	different-language
Carlos Gómez	22fc9aeb500720b1d4ad8ffe1f8a03227ffaa57897ad5bd8cf255181961f5d16	it	different-language
Bob Baxter	22fbd7ba7dfc4010095d80d59dcb28adaf598ab5b33a220d979e77bc0abb5881	it	different-language
Adrian Autry	2303a757bd8a6a219fe149da779b24fb1ea2661018b1e889dbcda7685e075e42	it	difficult-pronunciation
Joel Kwiatkowski	2319d8d59ed7117a3a43cff4c42a07f066cb072391ee0f82f651a9aa017bd651	it	different-language
Steven Caldwell	22d821df789e6ce1b66be04a94b4e77de7d85c7d0d2229a5073167fb36c53452	it	different-language
Néstor García	2326b84d9c48ca53794ed8e465b4fb21064e0976a05591ef7ce4a70536404da0	it	different-language
Just Jim	22d68acde893a7ad596fdf903f5739c88edbd0f86363bca3c02f97154ca0a26f	it	different-language
Daniel Williams	2316bf9ddcbcba75d8384ca43ce685eacdae824da4a676d34aa9b8eee1b401dc	it	different-language
J. Quantum Chem.	23077841d62171ebfa77f4c153c6dae0938a4776ead560a4a2484c07323be3fe	it	different-language
Bob Ross	22e2d2c937657005ae590bcbe3172b242d9d5702f69729e430eb911c16e2999e	it	different-language
G. Arion.	22a42a9bdaf3324e88b6eb044d87e8b53a2f00e9caca4ea9cd19d44fdb92a683	it	different-language
Dolní Újezd	2211724c19a20abeed9017cd43ad83b1cb5fad3b8534db5030cdd115dc97f207	it	different-language
Dolní Újezd	2211724c19a20abeed9017cd43ad83b1cb5fad3b8534db5030cdd115dc97f207	it	difficult-pronunciation
Dispositivo “temperato” per il quale il mezzi istruttori sono soggetti a regole precise.	22e34fde735f36752a737b5b711b41e82aacd6d8a2f6a40fd9359d9ecf7e2bc7	it	grammar-or-spelling
The captain lied.	22fe3c1cd46a7edc6a60d8ad816e712dd7fafd8434794082d7ee42764f0ee175	it	different-language
Poi ha rilasciato un secondo album "لسة صغيرة" con Solo Records Inc.	21d1b5b0f387465632c754456f9ccbc1e4f7ea7541dc5f8bbc8a738d9982ff05	it	difficult-pronunciation
Brio e il Dr.	22bca7186316645da19f0fe8b762097d2233a638fa944d7a48e672774ea5e1ba	it	contiene abbreviazioni
A fine stagione torna al per fine prestito.	23020701ff738aa2cf9f104e38ad6175f672df2258bcdc9fdde6ae0653b71f4d	it	grammar-or-spelling
In "The Flash" vol.	22ad39e5587fc28ab77e3ef7bc4ac0ce29a5691511a7826a213b40158a5999a8	it	different-language
Kim Cheol-soo	232eb93c14b0cd5cd2bb3e44c893472116497024273cce2dc84c1aedab6dd12a	it	different-language
The Vulture	2328f108c0ef1897c6180e9ec1480edf77067eaf4bce42035e3298493dd8a29e	it	different-language
Boom Boom	233757b5635a87ebcbc3fff5e28188dd415e804bb9c5b347d6cdf4a36e930af0	it	different-language
My Friend!	231e865cedcc34927f50b160ddf100a27c0f3c0655a747257d06ded2407e4baa	it	different-language
Joel Kwiatkowski	2319d8d59ed7117a3a43cff4c42a07f066cb072391ee0f82f651a9aa017bd651	it	different-language
